AMA INA,Basin,Subbasin,YEAR,Owner or BMP Operator,Right Number,Right Type,Well Id,CADASTRAL,AF Pumped,Movement Type,Water Type,LAT_DEGREES,LAT_MINUTES,LAT_SECONDS,LONG_DEGREES,LONG_MINUTES,LONG_SECONDS,PROGRAM
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,"LOS ARBOLES COMMUNITY #2, LLC",56-000137.0000,SMALL MUNICIPAL PROVIDER,524178,D-17-13 24BDC,6.39,WITHDRAWAL,GROUNDWATER,,,,,,,56.0
PRESCOTT AMA,PRESCOTT AMA,UPPER AGUA FRIA,2023,BRADSHAW WATER COMPANY INC,56-003019.0000,SMALL MUNICIPAL PROVIDER,524180,B-14-01 34BBB,0.004,WITHDRAWAL,GROUNDWATER,,,,,,,56.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,METROPOLITAN DOM WATER IMPR DIST,56-000070.0001,SMALL MUNICIPAL PROVIDER,524181,D-16-14 06BDD,47.88,WITHDRAWAL,GROUNDWATER,32.0,4.0,3.6,110.0,57.0,3.6,56.0
NOT WITHIN ANY AMA OR INA,YUMA,YUMA,2023,GREEN ACRES WATER CO,91-000721.0000,SMALL COMMUNITY WATER SYSTEM,524336,C-09-23 20BBA,17.58,WITHDRAWAL,GROUNDWATER,,,,,,,91.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,TUCSON COUNTRY CLUB,58-106007.0002,TYPE 2 NON-IRRIGATION GFR,524543,D-13-15 31ABD,8.22,WITHDRAWAL,GROUNDWATER,32.0,15.0,3.6,110.0,50.0,3.6,58.0
PINAL AMA,,,2023,ANTELOPE PEAK DWID,91-000587.0000,SMALL COMMUNITY WATER SYSTEM,524648,D-06-02 35DBB,2.28,WITHDRAWAL,GROUNDWATER,32.0,51.0,3.6,112.0,7.0,3.6,91.0
PHOENIX AMA,PHOENIX AMA,WEST SALT RIVER VALLEY,2023,CLEARWATER UTILITIES CO. INC.,56-002165.0000,LARGE MUNICIPAL PROVIDER MNPCCP,525227,C-01-02 19CCC,106.4,WITHDRAWAL,GROUNDWATER,,,,,,,56.0
PHOENIX AMA,PHOENIX AMA,RAINBOW VALLEY,2023,WASTE MANAGEMENT OF ARIZONA INC,58-100217.0010,TYPE 1 GFR,525271,D-04-01 21BCB,216.078,WITHDRAWAL,GROUNDWATER,,,,,,,58.0
NOT WITHIN ANY AMA OR INA,LAKE MOHAVE,LAKE MOHAVE,2023,HARDYVILLE MANOR,91-000359.0000,SMALL COMMUNITY WATER SYSTEM,525277,B-20-22 09CCC,3.781,WITHDRAWAL,GROUNDWATER,,,,,,,91.0
TUCSON AMA,TUCSON AMA,AVRA VALLEY,2023,THIM UTILITY,56-000209.0000,SMALL MUNICIPAL PROVIDER,525938,D-15-10 35AAD,17.95,WITHDRAWAL,GROUNDWATER,,,,,,,56.0
PHOENIX AMA,PHOENIX AMA,WEST SALT RIVER VALLEY,2023,VULCAN MATERIALS COMPANY,59-232195.0000,DEWATERING PERMIT (MINING),525990,B-01-01 27DCA,3.58,WITHDRAWAL,GROUNDWATER,33.0,23.0,42.77,112.0,20.0,42.3,59.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,LAGO DEL ORO WATER CO.,56-000245.0000,LARGE MUNICIPAL PROVIDER MNPCCP,526451,D-10-14 27ACB,5.87,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,56.0
PINAL AMA,PINAL AMA,MARICOPA-STANFIELD,2023,ARIZONA WATER COMPANY- STANFIELD,56-001309.0000,SMALL MUNICIPAL PROVIDER,526586,D-06-04 19CDA,67.2,WITHDRAWAL,GROUNDWATER,32.0,52.0,55.3,111.0,58.0,26.1,56.0
NOT WITHIN ANY AMA OR INA,UPPER HASSAYAMPA,UPPER HASSAYAMPA,2023,PONDEROSA PARK WID,91-000633.0000,SMALL COMMUNITY WATER SYSTEM,526790,B-13-02 29DCC,2.5,WITHDRAWAL,GROUNDWATER,,,,,,,91.0
TUCSON AMA,TUCSON AMA,AVRA VALLEY,2023,PIMA COUNTY PARKS & RECREATION,58-100381.0006,TYPE 2 NON-IRRIGATION GFR,527100,D-13-11 08DDA,13.896,WITHDRAWAL,GROUNDWATER,,,,,,,58.0
PHOENIX AMA,PHOENIX AMA,WEST SALT RIVER VALLEY,2023,BUCKEYE WATER CONSERVATION & DRAINAE DISTRICT,59-234952.0000,DRAINAGE PERMITS,527175,C-01-04 17DBB,2105.8,WITHDRAWAL,GROUNDWATER,33.0,20.0,27.54,112.0,41.0,8.1,59.0
NOT WITHIN ANY AMA OR INA,LAKE MOHAVE,LAKE MOHAVE,2023,"UTILITIES, INC",91-000336.0000,LARGE COMMUNITY WATER SYSTEM,527191,B-19-22 35AAB,714.302,WITHDRAWAL,GROUNDWATER,,,,,,,91.0
NOT WITHIN ANY AMA OR INA,UPPER SAN PEDRO,SIERRA VISTA,2023,LIBERTY UTILITIES,91-000042.0000,SMALL COMMUNITY WATER SYSTEM,527262,D-23-22 31DCA,74.845,WITHDRAWAL,GROUNDWATER,,,,,,,91.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,CITY OF TUCSON - ENV SERVICES,59-209994.0002,POOR QUALITY WITHDRAWAL PERMITS,527401,D-15-14 15DDC,5.77,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,59.0
NOT WITHIN ANY AMA OR INA,LAKE HAVASU,LAKE HAVASU,2023,LAKE HAVASU CITY,91-000318.0000,LARGE COMMUNITY WATER SYSTEM,527469,B-13-20 15BCC,2123.125,WITHDRAWAL,GROUNDWATER,,,,,,,91.0
PHOENIX AMA,,,2023,BILL J KERR & SINE KERR TRUST DTD 12/11/91,58-103584.0009,TYPE 1 GFR,527546,C-01-04 10CBD,24.3,WITHDRAWAL,GROUNDWATER,33.0,21.0,3.6,112.0,39.0,3.6,58.0
PHOENIX AMA,,,2023,CITY OF PHOENIX,56-002030.0000,LARGE MUNICIPAL PROVIDER,527549,A-05-04 19ACB,186.63,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,56.0
NOT WITHIN ANY AMA OR INA,UPPER SAN PEDRO,SIERRA VISTA,2023,WHETSTONE VILLAGE MOBILE,91-000072.0000,SMALL COMMUNITY WATER SYSTEM,527634,D-20-20 18CBA,8.177,WITHDRAWAL,GROUNDWATER,,,,,,,91.0
PHOENIX AMA,PHOENIX AMA,WEST SALT RIVER VALLEY,2023,NXP USA INCORPORATION,59-530577.0002,POOR QUALITY WITHDRAWAL PERMITS,527636,A-01-04 05BAB,6.429,WITHDRAWAL,GROUNDWATER,33.0,27.0,51.67,111.0,58.0,26.17,59.0
PHOENIX AMA,PHOENIX AMA,WEST SALT RIVER VALLEY,2023,NXP USA INCORPORATION,59-530577.0002,POOR QUALITY WITHDRAWAL PERMITS,527637,A-01-04 05BAB,1.857,WITHDRAWAL,GROUNDWATER,33.0,27.0,51.17,111.0,58.0,26.19,59.0
NOT WITHIN ANY AMA OR INA,SALT RIVER,SALT RIVER LAKES,2023,TONTO BASIN WATER COMPANY,91-000137.0000,SMALL COMMUNITY WATER SYSTEM,527761,A-03-13 02BCA,2.005,WITHDRAWAL,GROUNDWATER,,,,,,,91.0
PRESCOTT AMA,PRESCOTT AMA,LITTLE CHINO,2023,UNITED CHRISTIAN YOUTH CAMP INC.,59-237770.0000,GENERAL INDUSTRIAL USE WITHDRAWAL PERM,527848,B-13-03 14CAA,0.03,WITHDRAWAL,GROUNDWATER,34.0,30.0,14.9,112.0,32.0,30.9,59.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,ARIZONA BOARD OF REGENTS,58-115705.0000,IRRIGATION USE,528057,D-13-14 29BAC,3.72,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,58.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,GARIGANS GULCH WATER WELL ASSN,91-000874.0000,SMALL COMMUNITY WATER SYSTEM,528213,D-15-16 34CBA,6.05,WITHDRAWAL,GROUNDWATER,,,,,,,91.0
PHOENIX AMA,,,2023,SALT RIVER PROJECT,57-002520.0000,IRRIGATION DISTRICT (SW & GW),528248,A-01-05 31CBC,531.38,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,57.0
PINAL AMA,PINAL AMA,MARICOPA-STANFIELD,2023,MESA COBRE HOLDING CORPORATION,58-110104.0004,TYPE 1 GFR,528249,D-06-04 13BCB,5.585,WITHDRAWAL,GROUNDWATER,,,,,,,58.0
